5.408987499	5.120260458	5.182391316	5.43960408	5.589359757	5.423739613	5.01672441	4.597425483	4.30817762	4.160643378	4.161977106	4.355939625	4.721693177	5.094366235	5.302259694	5.311759963	5.175745292	4.961976347	4.738128788	4.53975698	4.385618591	4.271539184	4.155275121	4.002026105	3.82757101	3.714306329	3.788056109	4.094778738	4.457391117	4.693000665	4.825487551	4.791332662	4.673099865	5.201839314	5.932651502	5.882198167	5.408987499
5.261030788	5.353355066	5.472848986	5.520591101	5.343063727	4.901582397	4.298749271	3.72047407	3.35686604	3.301348499	3.583958316	4.201538552	4.966179627	5.558789211	5.817591922	5.789882302	5.567040642	5.164583115	4.588506512	4.02333731	3.704367492	3.656660786	3.753122098	3.871872731	3.964786375	4.063697476	4.216656631	4.368758139	4.415331616	4.427696717	4.568194375	4.779019531	4.689889289	4.475201219	4.739953426	5.104773492	5.261030788
4.66584786	4.996733974	5.28487753	5.425684602	5.326188979	4.978040184	4.486729064	4.010944675	3.730726602	3.834043131	4.395054479	5.248311416	6.048144418	6.522535906	6.588781711	6.271913519	5.589029542	4.580698586	3.544902007	2.919606252	2.831214706	3.099451978	3.494219263	3.852173456	4.094292271	4.209332321	4.204916311	4.083359679	3.911531704	3.82985086	3.946696148	4.280304472	4.58292351	4.47441588	4.275985246	4.378968568	4.66584786
4.464668774	4.815477507	5.118019789	5.198031344	4.991147909	4.602940491	4.226870608	4.009250879	4.026002729	4.319266426	4.852449046	5.455030135	5.927590336	6.14124256	5.997800204	5.417866805	4.430263081	3.312368962	2.530304139	2.320970955	2.555510892	3.000182703	3.466770879	3.823335678	3.998487237	3.983882899	3.82102492	3.594418597	3.412103829	3.342140962	3.402939413	3.627165557	3.997811853	4.257645085	4.248155958	4.250300471	4.464668774
4.044891055	4.224090739	4.322133847	4.231840467	3.961662827	3.628314004	3.360812059	3.249786187	3.34647633	3.644011972	4.061203826	4.473042378	4.769278475	4.86416089	4.668626146	4.126388991	3.34240294	2.636892669	2.312038134	2.389494276	2.707981277	3.110027433	3.473967334	3.704130667	3.752742469	3.639204672	3.440030473	3.253484642	3.144783226	3.114103958	3.133042331	3.206385768	3.376956099	3.61451243	3.790035383	3.899692419	4.044891055
3.408527497	3.505557956	3.540307121	3.473861583	3.322071224	3.138484875	2.979580425	2.902750654	2.964142258	3.180119886	3.495842587	3.810846514	4.029753964	4.080463591	3.909640016	3.515783041	3.019731712	2.64294008	2.529718837	2.649979022	2.898373848	3.179024565	3.407207347	3.515041108	3.482622092	3.351675244	3.200373636	3.09655801	3.059935983	3.064316271	3.073359273	3.072183439	3.080282682	3.128032692	3.208921426	3.302715915	3.408527497
3.130104976	3.224738484	3.291656676	3.302697	3.257113276	3.175422514	3.089626956	3.043263002	3.083752728	3.231085823	3.450705907	3.669920633	3.818255662	3.843709075	3.712661537	3.436209525	3.10590262	2.858687005	2.773262756	2.832095828	2.974565488	3.135188149	3.25034573	3.277098697	3.218996379	3.123115465	3.045927989	3.018299978	3.034167161	3.065827672	3.086151611	3.079509697	3.04753367	3.01332724	3.007776803	3.048289122	3.130104976
3.163888995	3.262545584	3.345076323	3.38675049	3.382305805	3.344540538	3.298011696	3.274311085	3.303374261	3.395067256	3.526552295	3.655091432	3.740653164	3.750551362	3.657767452	3.46208473	3.216938374	3.008649264	2.895022775	2.87761417	2.922412679	2.98243897	3.013555236	2.996211057	2.947705029	2.905754504	2.898545686	2.928992869	2.980107716	3.030401384	3.064827635	3.076084658	3.064695763	3.044679453	3.043074652	3.082740191	3.163888995
3.172094912	3.273220987	3.359318124	3.41109149	3.424389597	3.409613078	3.385619967	3.373212013	3.388177413	3.433142751	3.495229108	3.55463684	3.593188057	3.591848544	3.527974173	3.390165431	3.201103408	3.013077493	2.872210136	2.792237473	2.757626459	2.739852911	2.716281464	2.685898292	2.667806436	2.681489136	2.72971973	2.798420369	2.867779466	2.923148989	2.959263144	2.978093836	2.986018606	2.994945471	3.022351469	3.082055524	3.172094912
3.008015483	3.117268603	3.213273216	3.279844107	3.312684684	3.318936785	3.311846145	3.30468566	3.306015384	3.317034128	3.332812122	3.346618917	3.351621443	3.337145731	3.28622781	3.184199845	3.03523048	2.866789234	2.712269327	2.590554263	2.5018071	2.437803325	2.395640562	2.383071632	2.409763911	2.474219169	2.56076447	2.64746932	2.716085856	2.757922687	2.774795479	2.776510661	2.777087866	2.791610845	2.833102011	2.907358813	3.008015483
