2.371315525	2.623229383	3.097239731	3.167334819	3.10529593	3.059412298	4.288065269	4.046241808	4.143749123	3.950977067	3.49608628	3.282954605	3.304273547	3.659241858
2.293412061	2.568209376	2.917098579	3.011464356	2.96822972	2.726776355	2.391469982	2.741570945	3.060632895	3.102053549	2.57266809	2.160609727	2.51123941	2.939138537
2.510123872	2.792729077	3.061953656	3.153940559	3.030563103	2.573074384	2.260331613	2.560104585	3.018991947	3.091408629	2.950775675	2.779197192	2.728242912	2.698131106
3.179437378	3.104852238	3.008194957	3.051001691	3.078056788	3.067223905	2.852281719	2.805261336	2.908775157	2.892107827	2.764629895	2.765096484	2.959711064	3.071035163
3.011808435	2.570519249	2.402343425	2.568444897	2.560152172	2.818139935	3.154713429	3.364982522	3.392919831	3.275464475	3.149642381	3.15187424	3.279070411	3.394943392
2.181953444	1.831933815	1.885241703	2.18508429	1.959449446	1.99420412	2.348448861	2.725872117	2.914689818	2.921180714	2.867810316	2.851242557	2.894409034	2.964111833
1.688584531	1.726375409	2.009881971	2.36687082	1.987654672	1.687560034	1.705148228	1.934712715	2.155567293	2.270985139	2.308677252	2.320984092	2.329360459	2.320157137
2.043689213	2.28877704	2.617364283	2.926134711	2.618383313	2.24444901	1.987476446	1.902536414	1.929989389	1.990060108	2.04248679	2.077814247	2.093644683	2.088020011
2.690140323	2.874941039	3.064578274	3.216987437	3.079180457	2.880620645	2.682524551	2.524489752	2.421953892	2.369499333	2.353416486	2.3615794	2.387657546	2.432463366
2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062	2.942680062
2.404308104	2.38801194	2.391201918	2.408518391	2.374803452	2.35748134	2.366952266	2.414393289	2.511920309	2.664247987	2.858174457	3.058582694	3.216860997	3.288802665
2.001381185	2.051340385	2.085803059	2.100588929	2.080977199	2.046865982	1.995438919	1.93407982	1.904698974	1.983111797	2.220144668	2.57236613	2.907707907	3.076931836
2.17290949	2.189533203	2.211779875	2.241564034	2.300986868	2.338043841	2.318549497	2.191146225	1.947592137	1.709458362	1.681189728	1.939134979	2.318607536	2.549546916
2.80076245	2.670978954	2.626569844	2.67551079	2.775001854	2.877523513	2.966210189	2.952769967	2.725269614	2.323671363	1.997383553	1.982556479	2.243602144	2.500872186
3.251626856	3.088310518	3.022028172	3.087436041	3.107752215	3.144323763	3.257094599	3.38658408	3.369062464	3.152819379	2.900761638	2.803903716	2.900971125	3.051941635
3.15101275	3.098176445	3.143425539	3.278776632	3.121457507	2.910738919	2.859928816	2.874674736	2.859912191	2.883448663	2.925417286	3.039075658	3.11658651	3.078289104
2.758881239	2.731316422	2.891665035	3.16760381	2.825606702	2.642169926	3.083034776	3.112175528	2.572758147	2.255631009	2.559543794	3.068827725	3.157270057	2.960765214
3.15770717	2.830700127	2.602116764	2.808301635	2.61067471	3.16543968	3.157092614	3.073817107	2.753724984	2.429955654	2.723046003	3.185430584	2.754633621	2.145220464
3.309787661	3.115189407	2.867984733	2.727255457	2.846554755	2.384163581	3.604411974	4.156633403	4.042455119	4.385179816	5.22794981	5.860018085	5.615807723	4.578417847
